Survived,PassengerId,Pclass_age,Relatives_age,Weight_age
0,139,36.0,0.0,12.0
0,140,4.0,0.0,4.0
0,141,3.0,2.0,1.0
1,142,18.0,0.0,6.0
1,143,12.0,4.0,4.0
0,144,27.0,0.0,9.0
0,145,20.0,0.0,10.0
0,146,18.0,18.0,9.0
1,147,3.0,0.0,1.0
0,148,57.0,76.0,19.0
0,149,17.0,17.0,8.5
0,150,28.0,0.0,14.0
0,151,46.0,0.0,23.0
1,152,6.0,6.0,6.0
0,153,82.5,0.0,27.5
0,154,37.5,25.0,12.5
0,155,3.0,0.0,1.0
0,156,23.0,23.0,23.0
1,157,36.0,0.0,12.0
0,158,6.0,0.0,2.0
0,159,3.0,0.0,1.0
0,160,3.0,10.0,1.0
0,161,48.0,16.0,16.0
1,162,24.0,0.0,12.0
0,163,6.0,0.0,2.0
0,164,33.0,0.0,11.0
0,165,81.0,135.0,27.0
1,166,57.0,38.0,19.0
1,167,1.0,1.0,1.0
0,168,51.0,85.0,17.0
0,169,1.0,0.0,1.0
0,170,0.0,0.0,0.0
0,171,33.0,0.0,33.0
0,172,72.0,120.0,24.0
1,173,81.0,54.0,27.0
0,174,21.0,0.0,7.0
0,175,28.0,0.0,28.0
0,176,30.0,20.0,10.0
0,177,3.0,4.0,1.0
0,178,22.0,0.0,22.0
0,179,4.0,0.0,2.0
0,180,24.0,0.0,8.0
0,181,3.0,10.0,1.0
0,182,2.0,0.0,1.0
0,183,57.0,114.0,19.0
1,184,54.0,81.0,27.0
1,185,72.0,48.0,24.0
0,186,1.0,0.0,1.0
1,187,3.0,1.0,1.0
1,188,17.0,0.0,17.0
0,189,36.0,24.0,12.0
0,190,24.0,0.0,8.0
1,191,8.0,0.0,4.0
0,192,18.0,0.0,9.0
1,193,27.0,9.0,9.0
1,194,50.0,50.0,25.0
1,195,16.0,0.0,16.0
1,196,30.0,0.0,30.0
0,197,3.0,0.0,1.0
0,198,42.0,14.0,14.0
1,199,3.0,0.0,1.0
0,200,8.0,0.0,4.0
0,201,0.0,0.0,0.0
0,202,3.0,10.0,1.0
0,203,18.0,0.0,6.0
0,204,52.5,0.0,17.5
1,205,30.0,0.0,10.0
0,206,78.0,26.0,26.0
0,207,12.0,4.0,4.0
1,208,6.0,0.0,2.0
1,209,36.0,0.0,12.0
1,210,12.0,0.0,12.0
0,211,12.0,0.0,4.0
1,212,14.0,0.0,7.0
0,213,18.0,0.0,6.0
0,214,4.0,0.0,2.0
0,215,3.0,1.0,1.0
1,216,3.0,3.0,3.0
1,217,3.0,0.0,1.0
0,218,28.0,14.0,14.0
1,219,4.0,0.0,4.0
0,220,4.0,0.0,2.0
1,221,36.0,0.0,12.0
0,222,2.0,0.0,1.0
0,223,69.0,0.0,23.0
0,224,3.0,0.0,1.0
1,225,10.0,10.0,10.0
0,226,18.0,0.0,6.0
1,227,18.0,0.0,9.0
0,228,22.5,0.0,7.5
0,229,20.0,0.0,10.0
0,230,3.0,4.0,1.0
1,231,7.0,7.0,7.0
0,232,3.0,0.0,1.0
0,233,62.0,0.0,31.0
1,234,69.0,138.0,23.0
0,235,8.0,0.0,4.0
0,236,3.0,0.0,1.0
0,237,32.0,16.0,16.0
1,238,40.0,40.0,20.0
0,239,18.0,0.0,9.0
0,240,10.0,0.0,5.0
0,241,3.0,1.0,1.0
1,242,3.0,1.0,1.0
0,243,2.0,0.0,1.0
0,244,18.0,0.0,6.0
0,245,6.0,0.0,2.0
0,246,16.0,32.0,16.0
0,247,9.0,0.0,3.0
1,248,8.0,8.0,4.0
1,249,9.0,18.0,9.0
0,250,52.0,26.0,26.0
0,251,3.0,0.0,1.0
0,252,3.0,2.0,1.0
0,253,34.0,0.0,34.0
0,254,6.0,2.0,2.0
0,255,39.0,26.0,13.0
1,256,3.0,2.0,1.0
1,257,1.0,0.0,1.0
1,258,2.0,0.0,2.0
1,259,7.0,0.0,7.0
1,260,44.0,22.0,22.0
0,261,3.0,0.0,1.0
1,262,75.0,150.0,25.0
0,263,24.0,48.0,24.0
0,264,12.0,0.0,12.0
0,265,3.0,0.0,1.0
0,266,16.0,0.0,8.0
0,267,36.0,60.0,12.0
1,268,9.0,3.0,3.0
1,269,30.0,30.0,30.0
1,270,7.0,0.0,7.0
0,271,1.0,0.0,1.0
1,272,9.0,0.0,3.0
1,273,26.0,13.0,13.0
0,274,9.0,9.0,9.0
1,275,3.0,0.0,1.0
1,276,35.0,35.0,35.0
0,277,51.0,0.0,17.0
0,278,2.0,0.0,1.0
0,279,63.0,105.0,21.0
1,280,21.0,14.0,7.0
0,281,111.0,0.0,37.0
0,282,0.0,0.0,0.0
0,283,36.0,0.0,12.0
1,284,27.0,0.0,9.0
0,285,1.0,0.0,1.0
0,286,15.0,0.0,5.0
1,287,6.0,0.0,2.0
0,288,18.0,0.0,6.0
1,289,28.0,0.0,14.0
1,290,18.0,0.0,6.0
1,291,2.0,0.0,2.0
1,292,9.0,9.0,9.0
0,293,16.0,0.0,8.0
0,294,12.0,0.0,4.0
0,295,12.0,0.0,4.0
0,296,1.0,0.0,1.0
0,297,13.5,0.0,4.5
0,298,26.0,78.0,26.0
1,299,1.0,0.0,1.0
1,300,22.0,22.0,22.0
1,301,3.0,0.0,1.0
1,302,3.0,2.0,1.0
0,303,27.0,0.0,9.0
1,304,2.0,0.0,1.0
0,305,3.0,0.0,1.0
1,306,27.08,81.24,27.08
1,307,1.0,0.0,1.0
1,308,11.0,11.0,11.0
0,309,4.0,2.0,2.0
1,310,2.0,0.0,2.0
1,311,4.0,0.0,4.0
1,312,10.0,40.0,10.0
0,313,4.0,4.0,2.0
0,314,0.0,0.0,0.0
0,315,30.0,30.0,15.0
1,316,6.0,0.0,2.0
1,317,8.0,4.0,4.0
0,318,52.0,0.0,26.0
1,319,3.0,6.0,3.0
1,320,12.0,24.0,12.0
0,321,18.0,0.0,6.0
0,322,3.0,0.0,1.0
1,323,4.0,0.0,2.0
1,324,12.0,12.0,6.0
0,325,3.0,10.0,1.0
1,326,8.0,0.0,8.0
0,327,99.0,0.0,33.0
1,328,16.0,0.0,8.0
1,329,9.0,6.0,3.0
1,330,12.0,12.0,12.0
1,331,3.0,2.0,1.0
0,332,17.5,0.0,17.5
0,333,10.0,10.0,10.0
0,334,36.0,24.0,12.0
1,335,1.0,1.0,1.0
0,336,3.0,0.0,1.0
0,337,1.0,1.0,1.0
1,338,13.0,0.0,13.0
1,339,51.0,0.0,17.0
0,340,17.0,0.0,17.0
1,341,52.0,52.0,26.0
1,342,4.0,20.0,4.0
0,343,0.0,0.0,0.0
0,344,6.0,0.0,3.0
0,345,16.0,0.0,8.0
1,346,8.0,0.0,4.0
1,347,24.0,0.0,12.0
1,348,3.0,1.0,1.0
1,349,75.0,50.0,25.0
0,350,42.0,0.0,14.0
0,351,15.0,0.0,5.0
0,352,1.0,0.0,1.0
0,353,39.0,26.0,13.0
0,354,9.0,3.0,3.0
0,355,3.0,0.0,1.0
0,356,0.0,0.0,0.0
1,357,6.0,6.0,6.0
0,358,20.0,0.0,10.0
1,359,3.0,0.0,1.0
1,360,3.0,0.0,1.0
0,361,36.0,60.0,12.0
0,362,2.0,1.0,1.0
0,363,51.0,17.0,17.0
0,364,21.0,0.0,7.0
0,365,3.0,1.0,1.0
0,366,6.0,0.0,2.0
1,367,32.0,32.0,32.0
1,368,3.0,0.0,1.0
1,369,3.0,0.0,1.0
1,370,4.0,0.0,4.0
1,371,3.0,3.0,3.0
0,372,30.0,10.0,10.0
0,373,27.0,0.0,9.0
0,374,6.0,0.0,6.0
0,375,75.0,100.0,25.0
1,376,1.0,1.0,1.0
1,377,18.0,0.0,6.0
0,378,1.0,2.0,1.0
0,379,24.0,0.0,8.0
0,380,27.0,0.0,9.0
1,381,14.0,0.0,14.0
1,382,81.0,54.0,27.0
0,383,12.0,0.0,4.0
1,384,7.0,7.0,7.0
0,385,3.0,0.0,1.0
0,386,20.0,0.0,10.0
0,387,81.0,189.0,27.0
1,388,16.0,0.0,8.0
0,389,3.0,0.0,1.0
1,390,22.0,0.0,11.0
1,391,8.0,24.0,8.0
1,392,21.0,0.0,7.0
0,393,0.0,0.0,0.0
1,394,5.0,5.0,5.0
1,395,12.0,8.0,4.0
0,396,18.0,0.0,6.0
0,397,9.0,0.0,3.0
0,398,36.0,0.0,18.0
0,399,10.0,0.0,5.0
1,400,0.0,0.0,0.0
1,401,33.0,0.0,11.0
0,402,6.0,0.0,2.0
0,403,21.0,7.0,7.0
0,404,0.0,0.0,0.0
0,405,24.0,0.0,8.0
0,406,12.0,6.0,6.0
0,407,69.0,0.0,23.0
1,408,50.0,50.0,25.0
0,409,21.0,0.0,7.0
0,410,3.0,4.0,1.0
0,411,3.0,0.0,1.0
0,412,3.0,0.0,1.0
1,413,5.0,5.0,5.0
0,414,2.0,0.0,1.0
1,415,48.0,0.0,16.0
0,416,3.0,0.0,1.0
1,417,12.0,12.0,6.0
1,418,20.0,20.0,10.0
0,419,4.0,0.0,2.0
0,420,54.0,36.0,18.0
0,421,3.0,0.0,1.0
0,422,21.0,0.0,7.0
0,423,3.0,0.0,1.0
0,424,0.0,0.0,0.0
0,425,30.0,20.0,10.0
0,426,3.0,0.0,1.0
1,427,0.0,0.0,0.0
1,428,18.0,0.0,9.0
0,429,3.0,0.0,1.0
1,430,12.0,0.0,4.0
1,431,0.0,0.0,0.0
1,432,3.0,1.0,1.0
1,433,28.0,14.0,14.0
0,434,33.0,0.0,11.0
0,435,22.0,22.0,22.0
1,436,14.0,42.0,14.0
0,437,21.0,28.0,7.0
1,438,8.0,20.0,4.0
0,439,36.0,180.0,36.0
0,440,6.0,0.0,3.0
1,441,34.0,34.0,17.0
0,442,24.0,0.0,8.0
0,443,9.0,3.0,3.0
1,444,0.0,0.0,0.0
1,445,3.0,0.0,1.0
1,446,24.0,48.0,24.0
1,447,30.0,15.0,15.0
1,448,6.0,0.0,6.0
1,449,69.0,69.0,23.0
1,450,24.0,0.0,24.0
0,451,16.0,24.0,8.0
0,452,3.0,1.0,1.0
0,453,2.0,0.0,2.0
1,454,21.0,21.0,21.0
0,455,3.0,0.0,1.0
1,456,3.0,0.0,1.0
0,457,37.0,0.0,37.0
1,458,1.0,1.0,1.0
1,459,44.0,0.0,22.0
0,460,3.0,0.0,1.0
1,461,20.0,0.0,20.0
0,462,18.0,0.0,6.0
0,463,19.0,0.0,19.0
0,464,40.0,0.0,20.0
0,465,3.0,0.0,1.0
0,466,30.0,0.0,10.0
0,467,2.0,0.0,1.0
0,468,28.0,0.0,28.0
0,469,3.0,0.0,1.0
1,470,81.75,81.75,27.25
0,471,3.0,0.0,1.0
0,472,30.0,0.0,10.0
1,473,10.0,15.0,5.0
1,474,10.0,0.0,5.0
0,475,18.0,0.0,6.0
0,476,1.0,0.0,1.0
0,477,12.0,6.0,6.0
0,478,3.0,1.0,1.0
0,479,18.0,0.0,6.0
1,480,78.0,26.0,26.0
0,481,57.0,133.0,19.0
0,482,2.0,0.0,1.0
0,483,66.0,0.0,22.0
1,484,105.0,0.0,35.0
1,485,3.0,3.0,3.0
0,486,3.0,4.0,1.0
1,487,7.0,7.0,7.0
0,488,30.0,0.0,30.0
0,489,6.0,0.0,2.0
1,490,57.0,38.0,19.0
0,491,3.0,1.0,1.0
0,492,21.0,0.0,7.0
0,493,27.0,0.0,27.0
0,494,43.0,0.0,43.0
0,495,21.0,0.0,7.0
0,496,3.0,0.0,1.0
1,497,26.0,26.0,26.0
0,498,3.0,0.0,1.0
0,499,3.0,9.0,3.0
0,500,12.0,0.0,4.0
0,501,33.0,0.0,11.0
0,502,21.0,0.0,7.0
0,503,3.0,0.0,1.0
0,504,27.0,0.0,9.0
1,505,12.0,0.0,12.0
0,506,10.0,10.0,10.0
1,507,10.0,10.0,5.0
1,508,1.0,0.0,1.0
0,509,0.0,0.0,0.0
1,510,6.0,0.0,2.0
1,511,3.0,0.0,1.0
0,512,3.0,0.0,1.0
1,513,8.0,0.0,8.0
1,514,26.0,26.0,26.0
0,515,12.0,0.0,4.0
0,516,19.0,0.0,19.0
1,517,12.0,0.0,6.0
0,518,3.0,0.0,1.0
1,519,16.0,8.0,8.0
0,520,12.0,0.0,4.0
1,521,2.0,0.0,2.0
0,522,18.0,0.0,6.0
0,523,3.0,0.0,1.0
1,524,16.0,16.0,16.0
0,525,3.0,0.0,1.0
0,526,37.5,0.0,12.5
1,527,44.0,0.0,22.0
0,528,1.0,0.0,1.0
0,529,33.0,0.0,11.0
0,530,10.0,15.0,5.0
1,531,52.0,52.0,26.0
0,532,3.0,0.0,1.0
0,533,33.0,22.0,11.0
1,534,3.0,2.0,1.0
0,535,6.0,0.0,2.0
1,536,42.0,42.0,21.0
0,537,17.0,0.0,17.0
1,538,2.0,0.0,2.0
0,539,3.0,0.0,1.0
1,540,6.0,12.0,6.0
1,541,8.0,16.0,8.0
0,542,57.0,114.0,19.0
0,543,51.0,102.0,17.0
1,544,8.0,4.0,4.0
0,545,22.0,22.0,22.0
0,546,36.0,0.0,36.0
1,547,18.0,9.0,9.0
1,548,2.0,0.0,1.0
0,549,15.0,10.0,5.0
1,550,40.0,40.0,20.0
1,551,11.0,22.0,11.0
0,552,2.0,0.0,1.0
0,553,3.0,0.0,1.0
1,554,18.0,0.0,6.0
1,555,18.0,0.0,6.0
0,556,34.0,0.0,34.0
1,557,20.0,20.0,20.0
0,558,1.0,0.0,1.0
1,559,11.0,22.0,11.0
1,560,24.0,8.0,8.0
0,561,3.0,0.0,1.0
0,562,36.0,0.0,12.0
0,563,0.0,0.0,0.0
0,564,3.0,0.0,1.0
0,565,3.0,0.0,1.0
0,566,12.0,8.0,4.0
0,567,27.0,0.0,9.0
0,568,3.0,4.0,1.0
0,569,3.0,0.0,1.0
1,570,12.0,0.0,4.0
1,571,68.0,0.0,34.0
1,572,25.0,50.0,25.0
1,573,8.0,0.0,8.0
1,574,3.0,0.0,1.0
0,575,36.0,0.0,12.0
0,576,27.0,0.0,9.0
1,577,12.0,0.0,6.0
1,578,11.0,11.0,11.0
0,579,3.0,1.0,1.0
1,580,12.0,0.0,4.0
1,581,6.0,6.0,3.0
1,582,11.0,22.0,11.0
0,583,52.0,0.0,26.0
0,584,8.0,0.0,8.0
0,585,3.0,0.0,1.0
1,586,10.0,20.0,10.0
0,587,38.0,0.0,19.0
1,588,32.0,64.0,32.0
0,589,18.0,0.0,6.0
0,590,3.0,0.0,1.0
0,591,21.0,0.0,7.0
1,592,24.0,24.0,24.0
0,593,57.0,0.0,19.0
0,594,3.0,2.0,1.0
0,595,18.0,9.0,9.0
0,596,24.0,16.0,8.0
1,597,2.0,0.0,1.0
0,598,63.0,0.0,21.0
0,599,3.0,0.0,1.0
1,600,21.0,21.0,21.0
1,601,8.0,12.0,4.0
0,602,3.0,0.0,1.0
0,603,1.0,0.0,1.0
0,604,48.0,0.0,16.0
1,605,7.0,0.0,7.0
0,606,24.0,8.0,8.0
0,607,6.0,0.0,2.0
1,608,1.0,0.0,1.0
1,609,12.0,18.0,6.0
1,610,12.0,0.0,12.0
0,611,33.0,66.0,11.0
0,612,3.0,0.0,1.0
1,613,3.0,1.0,1.0
0,614,3.0,0.0,1.0
0,615,21.0,0.0,7.0
1,616,8.0,12.0,4.0
0,617,18.0,12.0,6.0
0,618,6.0,2.0,2.0
1,619,48.0,72.0,24.0
0,620,4.0,0.0,2.0
0,621,3.0,1.0,1.0
1,622,14.0,14.0,14.0
1,623,24.0,16.0,8.0
0,624,21.0,0.0,7.0
0,625,21.0,0.0,7.0
0,626,33.0,0.0,33.0
0,627,58.0,0.0,29.0
1,628,7.0,0.0,7.0
0,629,6.0,0.0,2.0
0,630,3.0,0.0,1.0
1,631,52.0,0.0,52.0
0,632,69.0,0.0,23.0
1,633,4.0,0.0,4.0
0,634,1.0,0.0,1.0
0,635,57.0,95.0,19.0
1,636,0.0,0.0,0.0
0,637,12.0,0.0,4.0
0,638,6.0,6.0,3.0
0,639,39.0,65.0,13.0
0,640,3.0,1.0,1.0
0,641,24.0,0.0,8.0
1,642,4.0,0.0,4.0
0,643,78.0,130.0,26.0
1,644,3.0,0.0,1.0
1,645,81.75,81.75,27.25
1,646,20.0,20.0,20.0
0,647,27.0,0.0,9.0
1,648,28.0,0.0,28.0
0,649,3.0,0.0,1.0
1,650,15.0,0.0,5.0
0,651,3.0,0.0,1.0
1,652,20.0,10.0,10.0
0,653,21.0,0.0,7.0
1,654,3.0,0.0,1.0
0,655,30.0,0.0,10.0
0,656,8.0,8.0,4.0
0,657,3.0,0.0,1.0
0,658,12.0,8.0,4.0
0,659,10.0,0.0,5.0
0,660,30.0,60.0,30.0
1,661,22.0,44.0,22.0
0,662,36.0,0.0,12.0
0,663,19.0,0.0,19.0
0,664,24.0,0.0,8.0
1,665,24.0,8.0,8.0
0,666,8.0,8.0,4.0
0,667,6.0,0.0,3.0
0,668,3.0,0.0,1.0
0,669,45.0,0.0,15.0
1,670,1.0,1.0,1.0
1,671,24.0,24.0,12.0
0,672,3.0,3.0,3.0
0,673,84.0,0.0,42.0
1,674,6.0,0.0,3.0
0,675,2.0,0.0,1.0
0,676,30.0,0.0,10.0
0,677,10.5,0.0,3.5
1,678,30.0,0.0,10.0
0,679,45.0,105.0,15.0
1,680,8.0,8.0,8.0
0,681,3.0,0.0,1.0
1,682,1.0,0.0,1.0
0,683,24.0,0.0,8.0
0,684,42.0,98.0,14.0
0,685,64.0,64.0,32.0
0,686,6.0,9.0,3.0
0,687,42.0,70.0,14.0
0,688,27.0,0.0,9.0
0,689,30.0,0.0,10.0
1,690,13.0,13.0,13.0
1,691,3.0,3.0,3.0
1,692,72.0,24.0,24.0
1,693,3.0,0.0,1.0
0,694,9.0,0.0,3.0
0,695,32.0,0.0,32.0
0,696,48.0,0.0,24.0
0,697,48.0,0.0,16.0
1,698,3.0,0.0,1.0
0,699,21.0,42.0,21.0
0,700,42.0,0.0,14.0
1,701,10.0,10.0,10.0
1,702,7.0,0.0,7.0
0,703,30.0,10.0,10.0
0,704,9.0,0.0,3.0
0,705,6.0,2.0,2.0
0,706,22.0,0.0,11.0
1,707,34.0,0.0,17.0
1,708,14.0,0.0,14.0
1,709,6.0,0.0,6.0
1,710,3.0,2.0,1.0
1,711,4.0,0.0,4.0
0,712,1.0,0.0,1.0
1,713,20.0,20.0,20.0
0,714,3.0,0.0,1.0
0,715,48.0,0.0,24.0
0,716,27.0,0.0,9.0
1,717,10.0,0.0,10.0
1,718,2.0,0.0,1.0
0,719,3.0,0.0,1.0
0,720,15.0,0.0,5.0
1,721,44.0,22.0,22.0
0,722,33.0,11.0,11.0
0,723,12.0,0.0,6.0
0,724,44.0,0.0,22.0
1,725,1.0,1.0,1.0
0,726,24.0,0.0,8.0
1,727,4.0,6.0,2.0
1,728,3.0,0.0,1.0
0,729,6.0,3.0,3.0
0,730,9.0,3.0,3.0
1,731,1.0,0.0,1.0
0,732,51.0,0.0,17.0
0,733,2.0,0.0,1.0
0,734,10.0,0.0,5.0
0,735,10.0,0.0,5.0
0,736,1.5,0.0,0.5
0,737,60.0,80.0,20.0
1,738,7.0,0.0,7.0
0,739,3.0,0.0,1.0
0,740,3.0,0.0,1.0
1,741,1.0,0.0,1.0
0,742,8.0,8.0,8.0
1,743,7.0,28.0,7.0
0,744,12.0,4.0,4.0
1,745,9.0,0.0,3.0
0,746,42.0,84.0,42.0
0,747,36.0,24.0,12.0
1,748,4.0,0.0,2.0
0,749,9.0,9.0,9.0
0,750,9.0,0.0,3.0
1,751,48.0,48.0,24.0
1,752,66.0,22.0,22.0
0,753,15.0,0.0,5.0
0,754,15.0,0.0,5.0
1,755,40.0,60.0,20.0
1,756,54.66,54.66,27.33
0,757,0.0,0.0,0.0
0,758,20.0,0.0,10.0
0,759,18.0,0.0,6.0
1,760,5.0,0.0,5.0
0,761,3.0,0.0,1.0
0,762,39.0,0.0,13.0
1,763,24.0,0.0,8.0
1,764,8.0,24.0,8.0
0,765,36.0,0.0,12.0
1,766,23.0,23.0,23.0
0,767,1.0,0.0,1.0
0,768,7.5,0.0,2.5
0,769,3.0,1.0,1.0
0,770,12.0,0.0,4.0
0,771,12.0,0.0,4.0
0,772,60.0,0.0,20.0
0,773,58.0,0.0,29.0
0,774,3.0,0.0,1.0
1,775,52.0,104.0,26.0
0,776,30.0,0.0,10.0
0,777,3.0,0.0,1.0
1,778,69.0,0.0,23.0
0,779,3.0,0.0,1.0
1,780,15.0,15.0,15.0
1,781,45.0,0.0,15.0
1,782,11.0,11.0,11.0
0,783,1.0,0.0,1.0
0,784,3.0,3.0,1.0
0,785,9.0,0.0,3.0
0,786,9.0,0.0,3.0
1,787,30.0,0.0,10.0
0,788,60.0,100.0,20.0
1,789,81.0,81.0,27.0
0,790,18.0,0.0,18.0
0,791,3.0,0.0,1.0
0,792,24.0,0.0,12.0
0,793,3.0,10.0,1.0
0,794,1.0,0.0,1.0
0,795,9.0,0.0,3.0
0,796,22.0,0.0,11.0
1,797,21.0,0.0,21.0
1,798,9.0,0.0,3.0
0,799,6.0,0.0,2.0
0,800,6.0,4.0,2.0
0,801,12.0,0.0,6.0
1,802,6.0,6.0,3.0
1,803,17.0,51.0,17.0
1,804,82.74,27.58,27.58
1,805,3.0,0.0,1.0
0,806,9.0,0.0,3.0
0,807,11.0,0.0,11.0
0,808,30.0,0.0,10.0
0,809,22.0,0.0,11.0
1,810,5.0,5.0,5.0
0,811,6.0,0.0,2.0
0,812,33.0,0.0,11.0
0,813,14.0,0.0,7.0
0,814,66.0,132.0,22.0
0,815,7.5,0.0,2.5
0,816,1.0,0.0,1.0
0,817,15.0,0.0,5.0
0,818,6.0,6.0,3.0
0,819,45.0,0.0,15.0
0,820,54.0,90.0,18.0
1,821,24.0,48.0,24.0
1,822,3.0,0.0,1.0
0,823,10.0,0.0,10.0
1,824,3.0,1.0,1.0
0,825,78.0,130.0,26.0
0,826,3.0,0.0,1.0
0,827,3.0,0.0,1.0
1,828,54.0,54.0,27.0
1,829,3.0,0.0,1.0
1,830,34.0,0.0,34.0
1,831,39.0,13.0,13.0
1,832,54.34,54.34,27.17
0,833,3.0,0.0,1.0
0,834,15.0,0.0,5.0
0,835,30.0,0.0,10.0
1,836,11.0,22.0,11.0
0,837,21.0,0.0,7.0
0,838,3.0,0.0,1.0
1,839,12.0,0.0,4.0
1,840,1.0,0.0,1.0
0,841,24.0,0.0,8.0
0,842,24.0,0.0,12.0
1,843,2.0,0.0,2.0
0,844,19.5,0.0,6.5
0,845,33.0,0.0,11.0
0,846,42.0,0.0,14.0
0,847,3.0,10.0,1.0
0,848,21.0,0.0,7.0
0,849,0.0,0.0,0.0
1,850,1.0,1.0,1.0
0,851,72.0,144.0,24.0
0,852,138.0,0.0,46.0
0,853,57.0,38.0,19.0
1,854,12.0,12.0,12.0
0,855,32.0,16.0,16.0
1,856,30.0,10.0,10.0
1,857,17.0,34.0,17.0
1,858,23.0,0.0,23.0
1,859,12.0,12.0,4.0
0,860,3.0,0.0,1.0
0,861,39.0,26.0,13.0
0,862,14.0,7.0,7.0
1,863,20.0,0.0,20.0
0,864,3.0,10.0,1.0
0,865,8.0,0.0,4.0
1,866,28.0,0.0,14.0
1,867,2.0,1.0,1.0
0,868,3.0,0.0,3.0
0,869,3.0,0.0,1.0
1,870,72.0,48.0,24.0
0,871,6.0,0.0,2.0
